BioProject	llm_treatment	llm_study_setting	llm_named_pathogen	llm_named_host	llm_tissue	llm_kw_treatment_agree	llm_kw_setting_agree	llm_confidence	llm_rationale
PRJNA592879	surveillance	field		Solanum tuberosum	basic root tip, primary stolon, tuber	false	true	medium	The study involves a drought study in the field and has multiple species detected, indicating a survey context rather than a single-pathogen experiment. Although the keyword classifier output indicates 'single', the presence of multiple co-infections suggests otherwise.
PRJNA541919	abiotic_stress	lab		Solanum tuberosum	flesh, skin	true	true	high	The study focuses on the NF-Y gene family in potato, examining responses under abiotic stresses with RNA-seq data. The controlled lab setting aligns with the classification output indicating a lab study and treatment related to abiotic stress.
PRJNA350623	abiotic_stress	lab		Ipomoea batatas	root	true	true	high	The study focuses on the response of sweet potato to salt stress, classifying it under abiotic stress treatment in a controlled lab setting. The identified tissue type sampled is the root, which aligns with the study's objectives.
PRJNA1053669	surveillance	field		Solanum tuberosum	leaf	false	true	high	The study focuses on the survey distribution and diversity of potato viruses in a field context, suggesting it is not a controlled single-pathogen experiment, but rather a surveillance of natural infections in potato plants.
PRJNA505891	host_study	lab		Zea mays	leaf	false	true	high	The study focuses on genetic architecture and co-expression networks in maize without reported deliberate pathogen inoculation, aligning with 'host_study.' The study setting is confirmed as laboratory-based, hence 'lab' is appropriate.
PRJNA874157	surveillance	field		Ipomoea batatas	skin of storage root	false	true	medium	The co-infection flag indicates multiple species have been detected, suggesting it is more of a field survey than a single-pathogen study. The presence of field-collected samples aligns with the study setting classification as 'field'.
PRJNA1167435	surveillance	field		Prunus persica	pulp	false	true	medium	The study appears to involve field-collected samples and the co-infection flag indicates multiple species, suggesting a field survey context rather than a single-pathogen or co-infection experiment. However, the classification of treatment as 'surveillance' does not align with the keyword classifier output that suggests a single treatment, leading to medium confidence.
PRJNA757692	single	lab	Phytophthora medicaginis	Cicer arietinum	Root	true	true	high	The study focuses on the interaction between a single pathogen, Phytophthora medicaginis, and the host Cicer arietinum in a controlled laboratory setting. The keyword classifier's output aligns with the declared pathogen and study conditions.
PRJNA861952	host_study	lab		Vitis vinifera	Berry	false	true	medium	The focus of the study is on the transcriptome of grape samples without any mention of a specific pathogen, indicating a host biology study rather than a single-pathogen experiment. However, the presence of multi-species data raises some ambiguity regarding co-infection status.
PRJNA1244272	single	lab	Fusarium oxysporum f. sp. vasinfectum race 4	Gossypium hirsutum	Root	true	true	high	The study focuses on the genetic basis of resistance to Fusarium wilt in upland cotton, directly indicating a single pathogen involvement, while the controlled laboratory setting is supported by detailed methods related to controlled experimental conditions.
PRJNA1037021	surveillance	field		Lilium sargentiae	bulbs, stems, leaves, flowers, rhizomes	false	true	high	The study is focused on compiling genomic information from multiple plant species collected from the field and does not involve deliberate pathogen inoculation or treatment, aligning with a surveillance classification. The tissue types sampled are based on the range of plant parts mentioned in the methods.
PRJNA779956	host_study	field		Arachis hypogaea	Leaf	false	true	medium	The study investigates the molecular mechanisms underlying branch habit in peanuts without intentionally inoculating any pathogens, classifying it as a host study. However, it was conducted in a field setting, aligning with the provided keyword classifier output.
PRJNA1387344	host_study	lab		Lilium spp.	bulb	false	true	high	The study focuses on the functional validation of regulatory genes in lily bulbs, indicating it is a host study rather than a single-pathogen treatment. The experimental setting is confirmed as a lab, aligning with the keyword classification.
PRJNA1026147	surveillance	field		Arachis hypogaea	Leaves	false	true	high	The study focuses on the virome exploration of peanut cultivars gathered from the field, indicating ongoing natural infections rather than a controlled inoculation. Though multiple viral species were identified, the primary context is a field survey rather than a co-infection experiment or specific host response.
PRJNA761393	coinf_experiment	lab	Phytophthora medicaginis	Cicer arietinum	Root, mycelium, lateral roots, hyphae	false	true	high	The study involves the analysis of transcriptomes from a defined pathogen interacting with its host, indicating a co-infection scenario as multiple BioSamples are indicated. The study setting is lab-based due to controlled conditions described in the methods.
